6.Dia Arrecadação,2. Valor Arrecadação Bruta Original
18 mai 2009,"303.449.570,40"
15 mai 2009,"1.497.649.692,85"
14 mai 2009,"258.584.486,93"
13 mai 2009,"1.462.618.800,39"
12 mai 2009,"299.294.008,79"
11 mai 2009,"361.398.509,89"
08 mai 2009,"513.904.008,17"
07 mai 2009,"647.996.353,95"
06 mai 2009,"1.712.252.248,46"
05 mai 2009,"497.701.153,95"
04 mai 2009,"409.581.796,22"
30 abr 2009,"15.964.801.864,53"
29 abr 2009,"1.627.971.255,74"
28 abr 2009,"903.622.556,93"
27 abr 2009,"734.931.110,98"
24 abr 2009,"8.930.272.190,25"
23 abr 2009,"607.234.375,26"
22 abr 2009,"608.975.903,60"
20 abr 2009,"3.751.204.802,09"
17 abr 2009,"1.074.387.404,25"
16 abr 2009,"386.144.160,60"
15 abr 2009,"2.773.959.681,33"
14 abr 2009,"353.192.614,78"
13 abr 2009,"392.622.268,52"
09 abr 2009,"484.316.231,99"
08 abr 2009,"456.914.770,57"
07 abr 2009,"470.749.600,61"
06 abr 2009,"306.528.281,45"
03 abr 2009,"1.316.920.987,61"
02 abr 2009,"266.560.860,88"
01 abr 2009,"305.893.012,91"
31 mar 2009,"13.356.263.396,08"
30 mar 2009,"1.660.198.640,39"
27 mar 2009,"369.203.841,31"
26 mar 2009,"359.309.965,55"
25 mar 2009,"7.096.365.873,01"
24 mar 2009,"493.679.525,39"
23 mar 2009,"500.837.945,74"
20 mar 2009,"4.554.154.809,83"
19 mar 2009,"492.965.060,40"
18 mar 2009,"598.811.893,79"
17 mar 2009,"486.826.525,27"
16 mar 2009,"303.676.427,17"
13 mar 2009,"2.250.326.170,20"
12 mar 2009,"291.039.543,53"
11 mar 2009,"377.656.882,67"
10 mar 2009,"526.595.373,28"
09 mar 2009,"396.430.319,65"
06 mar 2009,"413.896.236,16"
05 mar 2009,"292.854.901,57"
04 mar 2009,"857.087.279,75"
03 mar 2009,"419.007.541,68"
02 mar 2009,"661.209.931,86"
27 fev 2009,"10.707.613.239,08"
26 fev 2009,"683.712.049,41"
25 fev 2009,"5.420.744.643,48"
23 fev 2009,"28.335,59"
20 fev 2009,"4.512.817.846,09"
19 fev 2009,"836.735.582,90"
18 fev 2009,"450.320.338,42"
17 fev 2009,"379.134.521,70"
16 fev 2009,"315.461.167,89"
13 fev 2009,"2.238.400.265,92"
12 fev 2009,"359.639.057,58"
11 fev 2009,"657.820.937,61"
10 fev 2009,"576.159.825,28"
09 fev 2009,"305.129.242,59"
06 fev 2009,"373.163.852,60"
05 fev 2009,"307.723.430,52"
04 fev 2009,"1.408.720.267,25"
03 fev 2009,"287.650.070,23"
02 fev 2009,"446.611.457,17"
30 jan 2009,"17.304.660.323,87"
29 jan 2009,"1.118.936.277,01"
28 jan 2009,"635.666.664,52"
27 jan 2009,"382.786.847,18"
26 jan 2009,"387.340.287,36"
23 jan 2009,"8.144.162.497,05"
22 jan 2009,"636.954.206,37"
21 jan 2009,"544.377.030,03"
20 jan 2009,"5.335.111.474,93"
19 jan 2009,"1.512.171.439,61"
16 jan 2009,"397.807.931,87"
15 jan 2009,"1.435.962.894,44"
14 jan 2009,"1.574.606.910,83"
13 jan 2009,"331.538.216,58"
12 jan 2009,"381.855.009,67"
09 jan 2009,"656.657.316,78"
08 jan 2009,"806.472.450,20"
07 jan 2009,"458.726.164,38"
06 jan 2009,"3.650.478.244,02"
05 jan 2009,"336.467.814,16"
02 jan 2009,"172.222.199,35"
31 dez 2008,"827.448.159,75"
30 dez 2008,"7.896.792.934,47"
29 dez 2008,"1.445.242.109,25"
26 dez 2008,"552.518.450,27"
24 dez 2008,"6.041.217.400,39"
23 dez 2008,"3.235.226.777,89"
22 dez 2008,"954.573.029,76"
19 dez 2008,"4.570.879.557,21"
18 dez 2008,"693.286.502,96"
17 dez 2008,"665.510.282,57"
16 dez 2008,"507.094.364,10"
15 dez 2008,"3.627.302.255,38"
12 dez 2008,"422.735.947,84"
11 dez 2008,"387.822.890,40"
10 dez 2008,"2.099.322.018,54"
09 dez 2008,"510.270.622,35"
08 dez 2008,"373.290.634,41"
05 dez 2008,"524.320.888,73"
04 dez 2008,"640.469.922,96"
03 dez 2008,"4.418.792.292,38"
02 dez 2008,"380.471.832,63"
01 dez 2008,"794.455.829,76"
28 nov 2008,"10.571.008.729,09"
27 nov 2008,"850.021.835,46"
26 nov 2008,"677.119.461,74"
25 nov 2008,"1.655.378.408,90"
24 nov 2008,"457.702.248,74"
21 nov 2008,"491.790.966,51"
20 nov 2008,"3.176.260.775,69"
19 nov 2008,"5.738.870.461,32"
18 nov 2008,"650.282.126,31"
17 nov 2008,"368.679.237,02"
14 nov 2008,"3.889.293.639,51"
13 nov 2008,"1.641.267.944,32"
12 nov 2008,"676.040.047,23"
11 nov 2008,"474.616.801,49"
10 nov 2008,"3.674.631.472,27"
07 nov 2008,"640.015.583,84"
06 nov 2008,"403.807.241,53"
05 nov 2008,"1.912.142.751,69"
04 nov 2008,"462.302.408,34"
03 nov 2008,"599.641.983,43"
31 out 2008,"19.271.871.153,65"
30 out 2008,"1.600.112.385,75"
29 out 2008,"817.413.781,90"
28 out 2008,"578.403.953,24"
27 out 2008,"530.113.048,58"
24 out 2008,"394.239.009,08"
23 out 2008,"1.673.121.384,95"
22 out 2008,"555.788.260,39"
21 out 2008,"471.228.211,31"
20 out 2008,"8.488.424.659,32"
17 out 2008,"759.491.581,81"
16 out 2008,"664.145.638,93"
15 out 2008,"5.524.654.365,48"
14 out 2008,"395.071.206,01"
13 out 2008,"441.483.631,92"
10 out 2008,"3.253.992.632,69"
09 out 2008,"491.168.398,09"
08 out 2008,"557.618.237,81"
07 out 2008,"514.423.949,82"
06 out 2008,"451.718.605,94"
03 out 2008,"1.663.538.664,84"
02 out 2008,"426.984.253,19"
01 out 2008,"453.980.092,50"
30 set 2008,"12.221.365.421,06"
29 set 2008,"889.939.082,12"
26 set 2008,"609.063.297,04"
25 set 2008,"441.765.922,42"
24 set 2008,"1.450.479.395,41"
23 set 2008,"405.473.242,98"
22 set 2008,"377.286.273,97"
19 set 2008,"8.557.651.808,44"
18 set 2008,"602.330.701,04"
17 set 2008,"430.186.106,33"
16 set 2008,"396.272.063,48"
15 set 2008,"5.171.817.587,64"
12 set 2008,"412.265.942,50"
11 set 2008,"349.297.595,84"
10 set 2008,"3.747.284.543,14"
09 set 2008,"498.873.965,19"
08 set 2008,"315.814.929,04"
05 set 2008,"414.135.645,11"
04 set 2008,"434.049.861,66"
03 set 2008,"1.567.052.427,47"
02 set 2008,"306.813.259,08"
01 set 2008,"437.957.439,59"
29 ago 2008,"12.341.218.776,81"
28 ago 2008,"716.808.272,95"
27 ago 2008,"524.186.301,83"
26 ago 2008,"422.022.633,47"
25 ago 2008,"1.684.085.079,96"
22 ago 2008,"417.114.502,70"
21 ago 2008,"431.655.623,85"
20 ago 2008,"8.356.439.837,60"
19 ago 2008,"623.953.061,81"
18 ago 2008,"424.160.582,53"
15 ago 2008,"3.267.763.797,57"
14 ago 2008,"571.844.273,01"
13 ago 2008,"1.607.681.793,49"
12 ago 2008,"311.782.619,45"
11 ago 2008,"387.510.777,73"
08 ago 2008,"3.271.660.118,11"
07 ago 2008,"502.544.416,52"
06 ago 2008,"431.409.388,66"
05 ago 2008,"1.872.557.477,69"
04 ago 2008,"313.306.255,88"
01 ago 2008,"372.209.282,21"
31 jul 2008,"19.134.563.250,97"
30 jul 2008,"1.394.730.513,36"
29 jul 2008,"657.962.255,25"
28 jul 2008,"611.660.364,79"
25 jul 2008,"442.439.813,74"
24 jul 2008,"327.842.081,92"
23 jul 2008,"1.313.598.369,70"
22 jul 2008,"336.185.891,70"
21 jul 2008,"384.132.278,58"
18 jul 2008,"8.102.116.177,14"
17 jul 2008,"580.570.776,04"
16 jul 2008,"507.934.547,55"
15 jul 2008,"4.788.220.159,77"
14 jul 2008,"316.453.837,76"
11 jul 2008,"454.978.845,43"
10 jul 2008,"3.316.298.487,94"
09 jul 2008,"363.900.635,52"
08 jul 2008,"457.318.243,81"
07 jul 2008,"333.684.203,15"
04 jul 2008,"430.154.621,60"
03 jul 2008,"1.590.969.316,22"
02 jul 2008,"414.861.039,42"
01 jul 2008,"461.605.846,32"
30 jun 2008,"13.145.218.980,47"
27 jun 2008,"702.644.834,23"
26 jun 2008,"788.025.892,90"
25 jun 2008,"1.493.940.900,58"
24 jun 2008,"379.929.948,26"
23 jun 2008,"352.405.024,02"
20 jun 2008,"7.998.986.516,81"
19 jun 2008,"529.093.459,13"
18 jun 2008,"371.780.948,03"
17 jun 2008,"315.034.306,79"
16 jun 2008,"508.140.831,39"
13 jun 2008,"3.507.334.436,57"
12 jun 2008,"445.437.066,81"
11 jun 2008,"400.187.723,00"
10 jun 2008,"3.625.930.754,56"
09 jun 2008,"428.198.652,28"
06 jun 2008,"310.784.842,75"
05 jun 2008,"386.430.359,74"
04 jun 2008,"4.544.274.992,73"
03 jun 2008,"309.283.141,09"
02 jun 2008,"396.399.954,13"
30 mai 2008,"10.963.214.162,36"
29 mai 2008,"720.023.218,34"
28 mai 2008,"645.587.119,38"
27 mai 2008,"386.114.828,37"
26 mai 2008,"1.543.707.306,26"
23 mai 2008,"297.288.701,51"
21 mai 2008,"424.318.458,85"
20 mai 2008,"7.843.409.127,73"
19 mai 2008,"487.490.268,29"
16 mai 2008,"470.509.250,08"
15 mai 2008,"2.883.039.291,46"
14 mai 2008,"1.729.275.921,57"
13 mai 2008,"332.256.350,72"
12 mai 2008,"326.074.862,53"
09 mai 2008,"3.628.813.331,24"
08 mai 2008,"456.916.928,37"
07 mai 2008,"509.337.551,66"
06 mai 2008,"1.604.755.029,50"
05 mai 2008,"392.962.167,83"
02 mai 2008,"261.270.004,50"
30 abr 2008,"17.188.219.395,52"
29 abr 2008,"1.494.388.037,47"
28 abr 2008,"881.441.650,21"
25 abr 2008,"512.389.997,80"
24 abr 2008,"1.894.168.869,78"
23 abr 2008,"382.465.134,85"
22 abr 2008,"439.856.094,17"
18 abr 2008,"8.336.037.831,07"
17 abr 2008,"473.445.116,31"
16 abr 2008,"686.211.685,77"
15 abr 2008,"4.494.859.496,31"
14 abr 2008,"566.965.691,17"
11 abr 2008,"380.732.248,55"
10 abr 2008,"3.685.416.054,54"
09 abr 2008,"611.537.913,99"
08 abr 2008,"486.315.618,40"
07 abr 2008,"398.097.940,42"
04 abr 2008,"306.515.074,55"
03 abr 2008,"1.538.582.353,84"
02 abr 2008,"390.269.341,65"
01 abr 2008,"302.268.228,62"
31 mar 2008,"13.017.018.654,28"
28 mar 2008,"765.029.159,46"
27 mar 2008,"466.901.951,65"
26 mar 2008,"1.454.788.707,82"
25 mar 2008,"447.625.778,15"
24 mar 2008,"299.439.051,23"
20 mar 2008,"6.969.471.580,14"
19 mar 2008,"712.670.722,05"
18 mar 2008,"510.315.110,16"
17 mar 2008,"345.676.296,69"
14 mar 2008,"2.697.082.704,63"
13 mar 2008,"1.379.207.476,09"
12 mar 2008,"502.901.203,11"
11 mar 2008,"258.809.120,89"
10 mar 2008,"4.309.549.350,23"
07 mar 2008,"566.121.879,47"
06 mar 2008,"334.995.563,60"
05 mar 2008,"1.473.938.744,48"
04 mar 2008,"319.228.984,72"
03 mar 2008,"342.651.338,47"
29 fev 2008,"10.535.573.826,98"
28 fev 2008,"706.410.133,69"
27 fev 2008,"424.450.489,53"
26 fev 2008,"411.960.001,68"
25 fev 2008,"1.707.171.277,82"
22 fev 2008,"379.482.703,45"
21 fev 2008,"325.200.441,80"
20 fev 2008,"7.549.775.962,18"
19 fev 2008,"426.036.707,35"
18 fev 2008,"394.255.910,90"
15 fev 2008,"2.860.045.297,98"
14 fev 2008,"354.722.770,45"
13 fev 2008,"1.172.522.534,67"
12 fev 2008,"384.925.453,70"
11 fev 2008,"438.178.661,94"
08 fev 2008,"3.947.098.270,68"
07 fev 2008,"1.817.867.937,39"
06 fev 2008,"272.771.463,37"
04 fev 2008,"20.750,24"
01 fev 2008,"490.935.408,13"
31 jan 2008,"19.854.404.652,53"
30 jan 2008,"1.243.670.853,40"
29 jan 2008,"623.331.996,42"
28 jan 2008,"521.170.362,36"
25 jan 2008,"269.584.179,26"
24 jan 2008,"370.277.744,08"
23 jan 2008,"1.108.612.224,13"
22 jan 2008,"360.332.298,11"
21 jan 2008,"463.509.705,41"
18 jan 2008,"8.309.058.292,00"
17 jan 2008,"507.389.662,00"
16 jan 2008,"443.611.612,46"
15 jan 2008,"3.926.872.589,38"
14 jan 2008,"340.528.246,48"
11 jan 2008,"336.701.773,32"
10 jan 2008,"4.220.122.097,98"
09 jan 2008,"588.555.834,91"
08 jan 2008,"1.241.651.887,57"
07 jan 2008,"537.958.564,39"
04 jan 2008,"2.340.448.247,79"
03 jan 2008,"313.654.171,84"
02 jan 2008,"277.961.931,22"
31 dez 2007,"469.668.983,06"
28 dez 2007,"11.418.724.296,54"
27 dez 2007,"1.191.563.162,55"
26 dez 2007,"2.585.405.139,39"
24 dez 2007,"88.604.522,59"
21 dez 2007,"728.063.748,58"
20 dez 2007,"8.108.758.566,24"
19 dez 2007,"720.093.328,95"
18 dez 2007,"476.719.629,64"
17 dez 2007,"1.566.927.533,71"
14 dez 2007,"3.112.869.521,30"
13 dez 2007,"1.842.042.233,67"
12 dez 2007,"672.745.775,61"
11 dez 2007,"312.656.092,04"
10 dez 2007,"3.600.989.986,93"
07 dez 2007,"1.714.216.786,88"
06 dez 2007,"387.472.984,71"
05 dez 2007,"4.453.750.468,62"
04 dez 2007,"471.266.080,40"
03 dez 2007,"520.628.145,41"
30 nov 2007,"11.692.123.918,22"
29 nov 2007,"1.254.579.514,17"
28 nov 2007,"494.880.821,03"
27 nov 2007,"1.408.428.423,87"
26 nov 2007,"420.565.311,02"
23 nov 2007,"1.008.538.708,58"
22 nov 2007,"313.580.608,82"
21 nov 2007,"481.229.472,55"
20 nov 2007,"3.210.188.940,22"
19 nov 2007,"6.038.509.732,55"
16 nov 2007,"514.892.193,40"
14 nov 2007,"4.027.360.194,94"
13 nov 2007,"355.579.511,61"
12 nov 2007,"432.057.652,53"
09 nov 2007,"3.335.053.692,53"
08 nov 2007,"1.807.946.160,40"
07 nov 2007,"406.060.029,92"
06 nov 2007,"1.273.996.049,21"
05 nov 2007,"340.656.074,28"
01 nov 2007,"380.179.937,87"
31 out 2007,"14.118.003.413,65"
30 out 2007,"1.387.624.483,03"
29 out 2007,"776.942.959,99"
26 out 2007,"1.323.434.204,02"
25 out 2007,"461.416.114,42"
24 out 2007,"1.189.863.784,75"
23 out 2007,"365.796.947,39"
22 out 2007,"307.396.907,29"
19 out 2007,"7.173.351.772,46"
18 out 2007,"1.763.795.436,31"
17 out 2007,"422.727.356,96"
16 out 2007,"1.234.137.290,92"
15 out 2007,"2.781.517.152,92"
11 out 2007,"524.742.871,08"
10 out 2007,"3.278.187.188,66"
09 out 2007,"445.210.651,42"
08 out 2007,"443.364.916,97"
05 out 2007,"1.180.698.998,86"
04 out 2007,"343.779.729,25"
03 out 2007,"1.373.501.864,82"
02 out 2007,"299.208.823,17"
01 out 2007,"332.920.549,33"
28 set 2007,"9.380.465.376,20"
27 set 2007,"1.900.362.648,98"
26 set 2007,"532.872.474,63"
25 set 2007,"1.072.469.451,31"
24 set 2007,"328.189.679,14"
21 set 2007,"379.967.557,11"
20 set 2007,"7.351.798.521,61"
19 set 2007,"963.507.743,16"
18 set 2007,"358.154.372,42"
17 set 2007,"1.355.328.926,99"
14 set 2007,"2.844.957.046,49"
13 set 2007,"1.132.129.926,60"
12 set 2007,"429.596.085,71"
11 set 2007,"291.582.685,00"
10 set 2007,"4.682.691.220,95"
06 set 2007,"388.360.702,41"
05 set 2007,"1.555.185.896,33"
04 set 2007,"293.796.019,19"
03 set 2007,"339.725.638,32"
31 ago 2007,"10.024.428.508,30"
30 ago 2007,"816.282.913,32"
29 ago 2007,"572.878.691,21"
28 ago 2007,"343.791.007,30"
27 ago 2007,"1.195.399.044,76"
24 ago 2007,"607.336.525,87"
23 ago 2007,"812.413.353,90"
22 ago 2007,"359.837.611,65"
21 ago 2007,"370.603.586,88"
20 ago 2007,"7.004.919.267,12"
17 ago 2007,"1.671.495.248,19"
16 ago 2007,"327.295.537,56"
15 ago 2007,"3.187.921.079,54"
14 ago 2007,"491.297.858,88"
13 ago 2007,"281.648.769,41"
10 ago 2007,"3.021.352.904,24"
09 ago 2007,"381.731.893,65"
08 ago 2007,"343.682.305,09"
07 ago 2007,"1.328.067.649,24"
06 ago 2007,"381.953.887,70"
03 ago 2007,"1.267.485.525,43"
02 ago 2007,"258.615.304,50"
01 ago 2007,"365.912.712,82"
31 jul 2007,"12.929.858.090,39"
30 jul 2007,"1.115.209.256,47"
27 jul 2007,"1.492.602.408,86"
26 jul 2007,"392.655.767,11"
25 jul 2007,"1.118.819.346,99"
24 jul 2007,"415.193.823,85"
23 jul 2007,"391.835.147,29"
20 jul 2007,"7.871.089.606,50"
19 jul 2007,"491.708.985,23"
18 jul 2007,"471.345.837,68"
17 jul 2007,"1.433.301.189,95"
16 jul 2007,"363.420.425,27"
13 jul 2007,"3.205.209.567,54"
12 jul 2007,"333.870.003,31"
11 jul 2007,"392.274.118,68"
10 jul 2007,"2.984.167.854,95"
09 jul 2007,"172.099.862,27"
06 jul 2007,"1.384.223.230,50"
05 jul 2007,"336.219.061,80"
04 jul 2007,"1.199.386.641,04"
03 jul 2007,"198.131.953,28"
02 jul 2007,"274.485.280,60"
29 jun 2007,"9.194.374.019,48"
28 jun 2007,"731.524.932,64"
27 jun 2007,"1.665.227.361,41"
26 jun 2007,"430.580.047,24"
25 jun 2007,"948.226.327,98"
22 jun 2007,"309.716.533,90"
21 jun 2007,"338.052.831,73"
20 jun 2007,"8.255.594.383,63"
19 jun 2007,"494.852.787,14"
18 jun 2007,"559.371.185,42"
15 jun 2007,"3.383.702.458,72"
14 jun 2007,"373.742.782,24"
13 jun 2007,"768.270.394,12"
12 jun 2007,"287.684.108,34"
11 jun 2007,"369.095.600,43"
08 jun 2007,"3.642.888.686,01"
06 jun 2007,"821.950.129,07"
05 jun 2007,"4.836.338.798,25"
04 jun 2007,"304.624.078,59"
01 jun 2007,"213.209.886,75"
31 mai 2007,"8.954.864.047,69"
30 mai 2007,"972.202.610,82"
29 mai 2007,"372.165.177,19"
28 mai 2007,"348.334.401,25"
25 mai 2007,"1.072.784.215,93"
24 mai 2007,"277.345.011,92"
23 mai 2007,"923.762.939,23"
22 mai 2007,"271.875.423,60"
21 mai 2007,"1.224.157.440,58"
18 mai 2007,"6.641.922.591,13"
17 mai 2007,"1.479.672.974,98"
16 mai 2007,"354.257.484,37"
15 mai 2007,"3.332.208.975,19"
14 mai 2007,"304.127.779,24"
11 mai 2007,"1.015.113.715,67"
10 mai 2007,"2.933.357.865,12"
09 mai 2007,"468.913.323,20"
08 mai 2007,"1.241.094.782,26"
07 mai 2007,"354.330.719,03"
04 mai 2007,"1.106.123.255,25"
03 mai 2007,"340.797.514,27"
02 mai 2007,"277.168.238,96"
30 abr 2007,"12.973.909.974,45"
27 abr 2007,"3.036.174.754,27"
26 abr 2007,"667.788.583,81"
25 abr 2007,"1.263.447.171,54"
24 abr 2007,"419.712.823,09"
23 abr 2007,"491.618.390,97"
20 abr 2007,"7.738.756.077,06"
19 abr 2007,"568.150.079,47"
18 abr 2007,"415.697.827,11"
17 abr 2007,"1.304.590.318,75"
16 abr 2007,"355.769.266,11"
13 abr 2007,"3.246.871.712,84"
12 abr 2007,"403.748.382,13"
11 abr 2007,"370.496.642,37"
10 abr 2007,"3.434.875.103,23"
09 abr 2007,"1.429.123.595,78"
05 abr 2007,"325.084.810,52"
04 abr 2007,"1.201.226.928,83"
03 abr 2007,"241.304.063,52"
02 abr 2007,"258.258.340,12"
30 mar 2007,"11.242.656.452,72"
29 mar 2007,"597.737.484,09"
28 mar 2007,"404.138.840,94"
27 mar 2007,"1.256.697.180,33"
26 mar 2007,"297.820.344,00"
23 mar 2007,"881.428.024,01"
22 mar 2007,"297.000.412,98"
21 mar 2007,"355.727.124,20"
20 mar 2007,"6.445.215.086,55"
19 mar 2007,"464.215.352,82"
16 mar 2007,"1.413.051.730,51"
15 mar 2007,"2.485.978.620,73"
14 mar 2007,"1.084.429.058,36"
13 mar 2007,"294.841.621,91"
12 mar 2007,"307.987.446,92"
09 mar 2007,"3.116.962.825,85"
08 mar 2007,"425.633.052,93"
07 mar 2007,"1.230.925.132,80"
06 mar 2007,"294.337.679,18"
05 mar 2007,"838.661.513,83"
02 mar 2007,"229.123.561,22"
01 mar 2007,"234.761.576,86"
28 fev 2007,"9.257.075.914,10"
27 fev 2007,"1.242.493.716,32"
26 fev 2007,"357.547.921,48"
23 fev 2007,"855.314.681,69"
22 fev 2007,"329.206.443,63"
21 fev 2007,"811.358.358,33"
19 fev 2007,"90,63"
16 fev 2007,"5.819.461.087,12"
15 fev 2007,"4.153.721.630,34"
14 fev 2007,"1.039.353.529,60"
13 fev 2007,"271.265.059,10"
12 fev 2007,"302.840.352,52"
09 fev 2007,"2.965.000.153,67"
08 fev 2007,"608.572.500,39"
07 fev 2007,"1.381.543.290,07"
06 fev 2007,"262.500.879,83"
05 fev 2007,"984.919.645,68"
02 fev 2007,"259.766.458,66"
01 fev 2007,"317.838.343,12"
31 jan 2007,"13.627.606.873,93"
30 jan 2007,"1.002.167.052,95"
29 jan 2007,"543.416.837,73"
26 jan 2007,"1.114.461.741,08"
25 jan 2007,"201.537.771,69"
24 jan 2007,"1.009.123.680,24"
23 jan 2007,"271.291.271,90"
22 jan 2007,"1.423.309.756,17"
19 jan 2007,"670.478.106,72"
18 jan 2007,"305.750.362,30"
17 jan 2007,"1.443.486.328,63"
16 jan 2007,"324.545.073,26"
15 jan 2007,"10.363.879.122,19"
12 jan 2007,"403.142.309,37"
11 jan 2007,"624.511.445,26"
10 jan 2007,"1.800.932.936,02"
09 jan 2007,"305.188.387,93"
08 jan 2007,"1.276.337.453,97"
05 jan 2007,"275.834.279,82"
04 jan 2007,"2.045.102.233,58"
03 jan 2007,"363.092.389,29"
02 jan 2007,"326.684.891,76"
29 dez 2006,"616.361.271,89"
28 dez 2006,"8.049.097.899,02"
27 dez 2006,"864.879.305,09"
26 dez 2006,"3.466.261.905,62"
22 dez 2006,"618.507.589,88"
21 dez 2006,"440.448.963,01"
20 dez 2006,"1.701.029.347,82"
19 dez 2006,"482.600.401,96"
18 dez 2006,"435.623.594,27"
15 dez 2006,"9.992.159.654,67"
14 dez 2006,"536.338.539,57"
13 dez 2006,"1.502.419.508,98"
12 dez 2006,"330.264.410,83"
11 dez 2006,"341.573.222,69"
08 dez 2006,"2.438.772.995,19"
07 dez 2006,"1.775.909.240,65"
06 dez 2006,"469.150.730,21"
05 dez 2006,"4.723.833.407,47"
04 dez 2006,"348.129.174,05"
01 dez 2006,"362.200.896,08"
30 nov 2006,"7.280.793.261,99"
29 nov 2006,"1.104.314.192,86"
28 nov 2006,"345.005.197,74"
27 nov 2006,"1.026.126.574,15"
24 nov 2006,"417.318.747,99"
23 nov 2006,"842.177.036,64"
22 nov 2006,"411.755.991,64"
21 nov 2006,"826.293.454,19"
20 nov 2006,"1.784.448.368,71"
17 nov 2006,"628.219.173,10"
16 nov 2006,"1.133.829.273,88"
14 nov 2006,"9.528.311.065,00"
13 nov 2006,"400.399.449,02"
10 nov 2006,"2.773.528.805,34"
09 nov 2006,"322.978.013,95"
08 nov 2006,"1.405.352.509,62"
07 nov 2006,"414.317.623,35"
06 nov 2006,"1.098.860.523,19"
03 nov 2006,"207.530.269,27"
01 nov 2006,"339.344.387,98"
31 out 2006,"12.414.452.061,20"
30 out 2006,"959.130.513,48"
27 out 2006,"1.296.487.727,69"
26 out 2006,"311.372.832,78"
25 out 2006,"1.546.419.674,95"
24 out 2006,"375.232.584,54"
23 out 2006,"289.048.387,65"
20 out 2006,"1.428.765.266,42"
19 out 2006,"349.270.744,27"
18 out 2006,"1.312.750.060,64"
17 out 2006,"321.724.647,02"
16 out 2006,"1.246.151.109,29"
13 out 2006,"7.830.458.918,06"
11 out 2006,"1.390.644.408,59"
10 out 2006,"2.666.634.908,20"
09 out 2006,"363.511.168,73"
06 out 2006,"1.099.563.673,27"
05 out 2006,"292.086.896,89"
04 out 2006,"981.010.795,16"
03 out 2006,"246.137.642,29"
02 out 2006,"244.708.851,99"
29 set 2006,"8.354.756.526,95"
28 set 2006,"639.657.466,34"
27 set 2006,"1.405.132.694,16"
26 set 2006,"392.747.835,19"
25 set 2006,"914.410.444,77"
22 set 2006,"341.241.202,58"
21 set 2006,"731.530.647,97"
20 set 2006,"1.368.619.111,86"
19 set 2006,"385.810.825,42"
18 set 2006,"361.058.418,85"
15 set 2006,"10.950.714.961,32"
14 set 2006,"736.006.964,57"
13 set 2006,"1.103.181.235,89"
12 set 2006,"318.002.934,18"
11 set 2006,"338.260.119,52"
08 set 2006,"3.113.466.617,46"
06 set 2006,"941.588.595,55"
05 set 2006,"1.192.821.925,95"
04 set 2006,"285.003.988,32"
01 set 2006,"575.431.665,92"
31 ago 2006,"8.217.032.542,27"
30 ago 2006,"646.784.610,39"
29 ago 2006,"380.491.942,79"
28 ago 2006,"321.941.372,00"
25 ago 2006,"948.490.007,74"
24 ago 2006,"194.431.062,18"
23 ago 2006,"766.327.839,63"
22 ago 2006,"498.002.148,72"
21 ago 2006,"1.172.031.496,00"
18 ago 2006,"547.248.367,76"
17 ago 2006,"1.283.250.256,58"
16 ago 2006,"390.772.319,92"
15 ago 2006,"8.229.771.113,75"
14 ago 2006,"978.936.257,82"
11 ago 2006,"282.702.108,54"
10 ago 2006,"2.835.578.729,78"
09 ago 2006,"366.947.170,08"
08 ago 2006,"235.104.834,61"
07 ago 2006,"1.139.087.196,16"
04 ago 2006,"259.581.053,16"
03 ago 2006,"926.520.546,95"
02 ago 2006,"243.943.005,32"
01 ago 2006,"264.349.583,46"
31 jul 2006,"11.606.065.569,21"
28 jul 2006,"734.635.619,64"
27 jul 2006,"1.190.996.114,39"
26 jul 2006,"578.456.773,92"
25 jul 2006,"788.358.765,47"
24 jul 2006,"265.946.859,55"
21 jul 2006,"334.701.040,97"
20 jul 2006,"1.200.846.967,86"
19 jul 2006,"333.043.635,12"
18 jul 2006,"326.803.877,20"
17 jul 2006,"1.167.232.718,76"
14 jul 2006,"7.876.605.004,82"
13 jul 2006,"886.462.191,40"
12 jul 2006,"419.903.733,10"
11 jul 2006,"245.270.058,06"
10 jul 2006,"2.634.004.011,66"
07 jul 2006,"1.237.183.595,11"
06 jul 2006,"258.045.792,51"
05 jul 2006,"1.198.244.962,55"
04 jul 2006,"245.914.591,26"
03 jul 2006,"228.081.425,06"
30 jun 2006,"8.953.604.284,03"
29 jun 2006,"499.214.475,76"
28 jun 2006,"444.927.967,05"
27 jun 2006,"1.006.164.063,11"
26 jun 2006,"286.693.230,01"
23 jun 2006,"788.091.489,56"
22 jun 2006,"246.097.255,81"
21 jun 2006,"304.901.126,80"
20 jun 2006,"1.282.335.831,89"
19 jun 2006,"1.309.296.667,10"
16 jun 2006,"234.607.537,77"
14 jun 2006,"9.029.669.566,46"
13 jun 2006,"278.661.138,58"
12 jun 2006,"318.408.040,36"
09 jun 2006,"2.621.166.418,60"
08 jun 2006,"272.378.882,45"
07 jun 2006,"1.346.054.722,17"
06 jun 2006,"345.363.325,49"
05 jun 2006,"4.723.293.275,43"
02 jun 2006,"180.073.142,57"
01 jun 2006,"255.787.253,19"
31 mai 2006,"7.415.049.805,44"
30 mai 2006,"675.098.879,07"
29 mai 2006,"350.919.484,10"
26 mai 2006,"1.275.392.324,88"
25 mai 2006,"273.969.089,58"
24 mai 2006,"831.075.739,69"
23 mai 2006,"271.501.608,38"
